Time,avg(displacement (0)),avg(displacement (1))
0.001998,6.4004e-14,5.27239e-14
0.001996,5.88596e-14,5.42358e-14
0.001994,5.43745e-14,5.54126e-14
0.001992,5.04495e-14,5.60754e-14
0.00199,4.69557e-14,5.60353e-14
0.001988,4.37399e-14,5.51042e-14
0.001986,4.06306e-14,5.31046e-14
0.001984,3.74453e-14,4.98795e-14
0.001982,3.39977e-14,4.53011e-14
0.00198,3.01063e-14,3.92787e-14
0.001978,2.5602e-14,3.17644e-14
0.001976,2.03349e-14,2.2758e-14
0.001974,1.41818e-14,1.23104e-14
0.001972,7.05092e-15,5.23672e-16
0.00197,-1.11326e-15,-1.24484e-14
0.001968,-1.03273e-14,-2.64025e-14
0.001966,-2.05677e-14,-4.10889e-14
0.001964,-3.1771e-14,-5.62168e-14
0.001962,-4.38356e-14,-7.14592e-14
0.00196,-5.66249e-14,-8.64605e-14
0.001958,-6.99724e-14,-1.00845e-13
0.001956,-8.36867e-14,-1.14226e-13
0.001954,-9.75586e-14,-1.26214e-13
0.001952,-1.11368e-13,-1.36432e-13
0.00195,-1.2489e-13,-1.4452e-13
0.001948,-1.37905e-13,-1.50153e-13
0.001946,-1.50205e-13,-1.53049e-13
0.001944,-1.61597e-13,-1.5298e-13
0.001942,-1.71914e-13,-1.49783e-13
0.00194,-1.81015e-13,-1.4337e-13
0.001938,-1.88791e-13,-1.33731e-13
0.001936,-1.95167e-13,-1.20943e-13
0.001934,-2.00099e-13,-1.05169e-13
0.001932,-2.03578e-13,-8.66573e-14
0.00193,-2.05625e-13,-6.57405e-14
0.001928,-2.06284e-13,-4.2824e-14
0.001926,-2.05624e-13,-1.83784e-14
0.001924,-2.03725e-13,7.07419e-15
0.001922,-2.00681e-13,3.29757e-14
0.00192,-1.96584e-13,5.87485e-14
0.001918,-1.91526e-13,8.38139e-14
0.001916,-1.85592e-13,1.0761e-13
0.001914,-1.78852e-13,1.2961e-13
0.001912,-1.71366e-13,1.49336e-13
0.00191,-1.63176e-13,1.66378e-13
0.001908,-1.54314e-13,1.80401e-13
0.001906,-1.448e-13,1.91156e-13
0.001904,-1.34649e-13,1.98484e-13
0.001902,-1.23876e-13,2.02317e-13
0.0019,-1.12503e-13,2.0268e-13
0.001898,-1.00566e-13,1.99679e-13
0.001896,-8.81219e-14,1.93501e-13
0.001894,-7.52551e-14,1.84398e-13
0.001892,-6.20801e-14,1.72679e-13
0.00189,-4.87453e-14,1.58693e-13
0.001888,-3.54334e-14,1.42821e-13
0.001886,-2.23582e-14,1.25458e-13
0.001884,-9.76042e-15,1.07003e-13
0.001882,2.09959e-15,8.78471e-14
0.00188,1.29518e-14,6.83649e-14
0.001878,2.25272e-14,4.89041e-14
0.001876,3.057e-14,2.97809e-14
0.001874,3.68498e-14,1.12741e-14
0.001872,4.11739e-14,-6.37695e-15
0.00187,4.33975e-14,-2.29741e-14
0.001868,4.34328e-14,-3.83606e-14
0.001866,4.12547e-14,-5.24205e-14
0.001864,3.69047e-14,-6.50763e-14
0.001862,3.04911e-14,-7.6287e-14
0.00186,2.21862e-14,-8.60443e-14
0.001858,1.22202e-14,-9.43701e-14
0.001856,8.72957e-16,-1.01312e-13
0.001854,-1.15364e-14,-1.06941e-13
0.001852,-2.4662e-14,-1.11344e-13
0.00185,-3.81432e-14,-1.14625e-13
0.001848,-5.16184e-14,-1.16895e-13
0.001846,-6.4737e-14,-1.1827e-13
0.001844,-7.71708e-14,-1.18869e-13
0.001842,-8.86239e-14,-1.18808e-13
0.00184,-9.88407e-14,-1.18192e-13
0.001838,-1.07612e-13,-1.1712e-13
0.001836,-1.14778e-13,-1.15675e-13
0.001834,-1.20231e-13,-1.13922e-13
0.001832,-1.23917e-13,-1.11913e-13
0.00183,-1.2583e-13,-1.09678e-13
0.001828,-1.26015e-13,-1.07232e-13
0.001826,-1.2456e-13,-1.04572e-13
0.001824,-1.21596e-13,-1.01682e-13
0.001822,-1.1729e-13,-9.85357e-14
0.00182,-1.11841e-13,-9.50978e-14
0.001818,-1.05476e-13,-9.13314e-14
0.001816,-9.84438e-14,-8.72001e-14
0.001814,-9.10103e-14,-8.26721e-14
0.001812,-8.34523e-14,-7.77236e-14
0.00181,-7.60511e-14,-7.23414e-14
0.001808,-6.90851e-14,-6.65252e-14
0.001806,-6.28217e-14,-6.02876e-14
0.001804,-5.75087e-14,-5.36546e-14
0.001802,-5.33653e-14,-4.6664e-14
0.0018,-5.05729e-14,-3.93642e-14
0.001798,-4.92648e-14,-3.18115e-14
0.001796,-4.95178e-14,-2.40673e-14
0.001794,-5.13449e-14,-1.61961e-14
0.001792,-5.46895e-14,-8.26265e-15
0.00179,-5.94213e-14,-3.30405e-16
0.001788,-6.53359e-14,7.53995e-15
0.001786,-7.21571e-14,1.52907e-14
0.001784,-7.95429e-14,2.28669e-14
0.001782,-8.70954e-14,3.02162e-14
0.00178,-9.4373e-14,3.72869e-14
0.001778,-1.00907e-13,4.4027e-14
0.001776,-1.06222e-13,5.03834e-14
0.001774,-1.09851e-13,5.63007e-14
0.001772,-1.11365e-13,6.17215e-14
0.00177,-1.10389e-13,6.65879e-14
0.001768,-1.06622e-13,7.08426e-14
0.001766,-9.9859e-14,7.44323e-14
0.001764,-9.00025e-14,7.73116e-14
0.001762,-7.70754e-14,7.94473e-14
0.00176,-6.12256e-14,8.08231e-14
0.001758,-4.27271e-14,8.14441e-14
0.001756,-2.19751e-14,8.13411e-14
0.001754,5.25194e-16,8.05728e-14
0.001752,2.41747e-14,7.92277e-14
0.00175,4.83014e-14,7.7424e-14
0.001748,7.21844e-14,7.5307e-14
0.001746,9.50823e-14,7.30449e-14
0.001744,1.16262e-13,7.08229e-14
0.001742,1.3503e-13,6.88353e-14
0.00174,1.50759e-13,6.72762e-14
0.001738,1.62913e-13,6.63302e-14
0.001736,1.71075e-13,6.61617e-14
0.001734,1.74959e-13,6.69059e-14
0.001732,1.74424e-13,6.86593e-14
0.00173,1.69483e-13,7.14728e-14
0.001728,1.60297e-13,7.53458e-14
0.001726,1.47172e-13,8.0223e-14
0.001724,1.30541e-13,8.59939e-14
0.001722,1.10951e-13,9.24938e-14
0.00172,8.90307e-14,9.95076e-14
0.001718,6.54715e-14,1.06775e-13
0.001716,4.09921e-14,1.14e-13
0.001714,1.63106e-14,1.20858e-13
0.001712,-7.88503e-15,1.27008e-13
0.00171,-3.0965e-14,1.32099e-13
0.001708,-5.23805e-14,1.35788e-13
0.001706,-7.16826e-14,1.37744e-13
0.001704,-8.85356e-14,1.37661e-13
0.001702,-1.02724e-13,1.35268e-13
0.0017,-1.14153e-13,1.30336e-13
0.001698,-1.22843e-13,1.22689e-13
0.001696,-1.28919e-13,1.12206e-13
0.001694,-1.32593e-13,9.88288e-14
0.001692,-1.34143e-13,8.25667e-14
0.00169,-1.33894e-13,6.34993e-14
0.001688,-1.32189e-13,4.17786e-14
0.001686,-1.29369e-13,1.76304e-14
0.001684,-1.25748e-13,-8.64616e-15
0.001682,-1.21597e-13,-3.66802e-14
0.00168,-1.17122e-13,-6.60324e-14
0.001678,-1.12462e-13,-9.62e-14
0.001676,-1.07678e-13,-1.26623e-13
0.001674,-1.02755e-13,-1.56693e-13
0.001672,-9.76095e-14,-1.85768e-13
0.00167,-9.20968e-14,-2.13179e-13
0.001668,-8.60301e-14,-2.38254e-13
0.001666,-7.9197e-14,-2.60329e-13
0.001664,-7.13808e-14,-2.78772e-13
0.001662,-6.23817e-14,-2.93003e-13
0.00166,-5.20375e-14,-3.02513e-13
0.001658,-4.02429e-14,-3.06891e-13
0.001656,-2.69662e-14,-3.05837e-13
0.001654,-1.22606e-14,-2.99188e-13
0.001652,3.72817e-15,-2.86925e-13
0.00165,2.07604e-14,-2.6919e-13
0.001648,3.85051e-14,-2.46288e-13
0.001646,5.65492e-14,-2.1869e-13
0.001644,7.44115e-14,-1.87022e-13
0.001642,9.15602e-14,-1.52055e-13
0.00164,1.07435e-13,-1.14688e-13
0.001638,1.21469e-13,-7.59125e-14
0.001636,1.33115e-13,-3.67926e-14
0.001634,1.4187e-13,1.57796e-15
0.001632,1.47297e-13,3.81115e-14
0.00163,1.49043e-13,7.17663e-14
0.001628,1.46863e-13,1.01586e-13
0.001626,1.40626e-13,1.26735e-13
0.001624,1.30325e-13,1.46534e-13
0.001622,1.1608e-13,1.60483e-13
0.00162,9.81386e-14,1.68284e-13
0.001618,7.68659e-14,1.6985e-13
0.001616,5.27347e-14,1.65311e-13
0.001614,2.63118e-14,1.55005e-13
0.001612,-1.76061e-15,1.39464e-13
0.00161,-3.07841e-14,1.19392e-13
0.001608,-6.00255e-14,9.56324e-14
0.001606,-8.87383e-14,6.9137e-14
0.001604,-1.16184e-13,4.09241e-14
0.001602,-1.41655e-13,1.20387e-14
0.0016,-1.64489e-13,-1.6488e-14
0.001598,-1.84094e-13,-4.3678e-14
0.001596,-1.99959e-13,-6.86413e-14
0.001594,-2.1167e-13,-9.06054e-14
0.001592,-2.1892e-13,-1.0894e-13
0.00159,-2.2152e-13,-1.23173e-13
0.001588,-2.19403e-13,-1.33002e-13
0.001586,-2.1263e-13,-1.38292e-13
0.001584,-2.01386e-13,-1.39075e-13
0.001582,-1.85984e-13,-1.35536e-13
0.00158,-1.66854e-13,-1.27996e-13
0.001578,-1.44537e-13,-1.1689e-13
0.001576,-1.19671e-13,-1.02742e-13
0.001574,-9.29761e-14,-8.61411e-14
0.001572,-6.52345e-14,-6.77102e-14
0.00157,-3.72689e-14,-4.80819e-14
0.001568,-9.91732e-15,-2.78721e-14
0.001566,1.59939e-14,-7.65886e-15
0.001564,3.96776e-14,1.20376e-14
0.001562,6.04147e-14,3.07692e-14
0.00156,7.75815e-14,4.81713e-14
0.001558,9.06748e-14,6.3969e-14
0.001556,9.93339e-14,7.7979e-14
0.001554,1.03358e-13,9.01075e-14
0.001552,1.02719e-13,1.00345e-13
0.00155,9.75634e-14,1.08755e-13
0.001548,8.82146e-14,1.15468e-13
0.001546,7.51609e-14,1.20663e-13
0.001544,5.90391e-14,1.24552e-13
0.001542,4.06108e-14,1.2737e-13
0.00154,2.07323e-14,1.29355e-13
0.001538,3.1959e-16,1.30738e-13
0.001536,-1.969e-14,1.31727e-13
0.001534,-3.83785e-14,1.32495e-13
0.001532,-5.4887e-14,1.33175e-13
0.00153,-6.84544e-14,1.33851e-13
0.001528,-7.84514e-14,1.34556e-13
0.001526,-8.44088e-14,1.35267e-13
0.001524,-8.60399e-14,1.35913e-13
0.001522,-8.32528e-14,1.36372e-13
0.00152,-7.61557e-14,1.36482e-13
0.001518,-6.50516e-14,1.36047e-13
0.001516,-5.04243e-14,1.34847e-13
0.001514,-3.29164e-14,1.32647e-13
0.001512,-1.32993e-14,1.29209e-13
0.00151,7.56177e-15,1.24303e-13
0.001508,2.87476e-14,1.17719e-13
0.001506,4.93268e-14,1.09276e-13
0.001504,6.83979e-14,9.88333e-14
0.001502,8.51295e-14,8.63e-14
0.0015,9.87962e-14,7.16398e-14
0.001498,1.0881e-13,5.48797e-14
0.001496,1.14745e-13,3.61134e-14
0.001494,1.16353e-13,1.55038e-14
0.001492,1.13571e-13,-6.71661e-15
0.00149,1.06521e-13,-3.02476e-14
0.001488,9.55001e-14,-5.47253e-14
0.001486,8.0965e-14,-7.97283e-14
0.001484,6.35054e-14,-1.04787e-13
0.001482,4.38162e-14,-1.29394e-13
0.00148,2.2663e-14,-1.53018e-13
0.001478,8.46414e-16,-1.7512e-13
0.001476,-2.08345e-14,-1.95166e-13
0.001474,-4.1618e-14,-2.12648e-13
0.001472,-6.08127e-14,-2.27101e-13
0.00147,-7.78262e-14,-2.38119e-13
0.001468,-9.21879e-14,-2.45373e-13
0.001466,-1.03567e-13,-2.48621e-13
0.001464,-1.1178e-13,-2.47725e-13
0.001462,-1.16799e-13,-2.42655e-13
0.00146,-1.18739e-13,-2.33496e-13
0.001458,-1.17856e-13,-2.20445e-13
0.001456,-1.1452e-13,-2.03808e-13
0.001454,-1.09201e-13,-1.8399e-13
0.001452,-1.02437e-13,-1.61484e-13
0.00145,-9.48027e-14,-1.36854e-13
0.001448,-8.6885e-14,-1.10712e-13
0.001446,-7.92458e-14,-8.37026e-14
0.001444,-7.23957e-14,-5.64752e-14
0.001442,-6.67667e-14,-2.96659e-14
0.00144,-6.26895e-14,-3.87455e-15
0.001438,-6.03775e-14,2.03537e-14
0.001436,-5.99149e-14,4.25441e-14
0.001434,-6.12538e-14,6.23053e-14
0.001432,-6.42163e-14,7.93373e-14
0.00143,-6.85043e-14,9.34366e-14
0.001428,-7.37163e-14,1.04497e-13
0.001426,-7.93692e-14,1.12505e-13
0.001424,-8.49258e-14,1.17535e-13
0.001422,-8.9825e-14,1.1974e-13
0.00142,-9.35138e-14,1.1934e-13
0.001418,-9.54804e-14,1.1661e-13
0.001416,-9.52854e-14,1.11868e-13
0.001414,-9.25899e-14,1.05459e-13
0.001412,-8.71782e-14,9.77469e-14
0.00141,-7.89755e-14,8.90992e-14
0.001408,-6.80571e-14,7.98781e-14
0.001406,-5.46506e-14,7.04307e-14
0.001404,-3.91283e-14,6.10805e-14
0.001402,-2.19934e-14,5.21209e-14
0.0014,-3.85656e-15,4.38087e-14
0.001398,1.45929e-14,3.63593e-14
0.001396,3.26213e-14,2.99424e-14
0.001394,4.9488e-14,2.46796e-14
0.001392,6.44847e-14,2.06412e-14
0.00139,7.69735e-14,1.78455e-14
0.001388,8.64221e-14,1.6258e-14
0.001386,9.24343e-14,1.57933e-14
0.001384,9.47738e-14,1.63174e-14
0.001382,9.33803e-14,1.76516e-14
0.00138,8.83765e-14,1.9579e-14
0.001378,8.00651e-14,2.18517e-14
0.001376,6.89174e-14,2.42005e-14
0.001374,5.5553e-14,2.63459e-14
0.001372,4.07112e-14,2.80093e-14
0.00137,2.52168e-14,2.89267e-14
0.001368,9.94075e-15,2.88603e-14
0.001366,-4.24098e-15,2.76121e-14
0.001364,-1.64895e-14,2.50343e-14
0.001362,-2.60427e-14,2.1039e-14
0.00136,-3.22514e-14,1.56054e-14
0.001358,-3.46108e-14,8.78406e-15
0.001356,-3.27833e-14,6.97923e-16
0.001354,-2.66153e-14,-8.45984e-15
0.001352,-1.61437e-14,-1.8432e-14
0.00135,-1.59423e-15,-2.89064e-14
0.001348,1.6629e-14,-3.95278e-14
0.001346,3.79616e-14,-4.99131e-14
0.001344,6.17044e-14,-5.96676e-14
0.001342,8.70542e-14,-6.8403e-14
0.00134,1.13139e-13,-7.57552e-14
0.001338,1.39055e-13,-8.14015e-14
0.001336,1.63904e-13,-8.50765e-14
0.001334,1.86833e-13,-8.65858e-14
0.001332,2.07064e-13,-8.58164e-14
0.00133,2.23929e-13,-8.27443e-14
0.001328,2.36888e-13,-7.7437e-14
0.001326,2.45555e-13,-7.0053e-14
0.001324,2.49704e-13,-6.08364e-14
0.001322,2.49274e-13,-5.01083e-14
0.00132,2.44371e-13,-3.82542e-14
0.001318,2.35254e-13,-2.57086e-14
0.001316,2.22319e-13,-1.29375e-14
0.001314,2.06087e-13,-4.19166e-16
0.001312,1.87169e-13,1.13755e-14
0.00131,1.66249e-13,2.20021e-14
0.001308,1.44048e-13,3.1061e-14
0.001306,1.213e-13,3.82129e-14
0.001304,9.87241e-14,4.31929e-14
0.001302,7.69944e-14,4.58204e-14
0.0013,5.67215e-14,4.60061e-14
0.001298,3.84307e-14,4.37543e-14
0.001296,2.25466e-14,3.91624e-14
0.001294,9.38237e-15,3.24164e-14
0.001292,-8.66753e-16,2.3783e-14
0.00129,-8.12575e-15,1.35994e-14
0.001288,-1.24374e-14,2.25958e-15
0.001286,-1.39561e-14,-9.79935e-15
0.001284,-1.29375e-14,-2.21131e-14
0.001282,-9.7259e-15,-3.42059e-14
0.00128,-4.73796e-15,-4.56062e-14
0.001278,1.55444e-15,-5.58614e-14
0.001276,8.64352e-15,-6.45514e-14
0.001274,1.60056e-14,-7.13006e-14
0.001272,2.31211e-14,-7.57877e-14
0.00127,2.94942e-14,-7.77546e-14
0.001268,3.46718e-14,-7.70119e-14
0.001266,3.82606e-14,-7.34434e-14
0.001264,3.99423e-14,-6.70081e-14
0.001262,3.94859e-14,-5.77413e-14
0.00126,3.67571e-14,-4.57531e-14
0.001258,3.17241e-14,-3.12259e-14
0.001256,2.44602e-14,-1.44105e-14
0.001254,1.51412e-14,4.37914e-15
0.001252,4.03959e-15,2.4772e-14
0.00125,-8.48547e-15,4.63472e-14
0.001248,-2.20021e-14,6.8643e-14
0.001246,-3.60227e-14,9.11659e-14
0.001244,-5.00244e-14,1.13401e-13
0.001242,-6.34707e-14,1.34823e-13
0.00124,-7.58348e-14,1.54908e-13
0.001238,-8.66229e-14,1.73146e-13
0.001236,-9.53965e-14,1.89052e-13
0.001234,-1.01793e-13,2.02183e-13
0.001232,-1.05543e-13,2.12144e-13
0.00123,-1.06483e-13,2.18605e-13
0.001228,-1.04569e-13,2.21308e-13
0.001226,-9.98714e-14,2.20077e-13
0.001224,-9.2583e-14,2.14827e-13
0.001222,-8.30058e-14,2.05568e-13
0.00122,-7.1541e-14,1.92407e-13
0.001218,-5.86715e-14,1.75549e-13
0.001216,-4.49414e-14,1.55294e-13
0.001214,-3.09322e-14,1.32034e-13
0.001212,-1.72372e-14,1.06243e-13
0.00121,-4.43537e-15,7.84667e-14
0.001208,6.9335e-15,4.93111e-14
0.001206,1.63924e-14,1.9427e-14
0.001204,2.35468e-14,-1.05053e-14
0.001202,2.81014e-14,-3.97941e-14
0.0012,2.98713e-14,-6.77537e-14
0.001198,2.87878e-14,-9.37229e-14
0.001196,2.48997e-14,-1.17083e-13
0.001194,1.83683e-14,-1.37274e-13
0.001192,9.45828e-15,-1.53814e-13
0.00119,-1.47611e-15,-1.66308e-13
0.001188,-1.40085e-14,-1.74463e-13
0.001186,-2.76604e-14,-1.78101e-13
0.001184,-4.19222e-14,-1.77157e-13
0.001182,-5.62755e-14,-1.71691e-13
0.00118,-7.02138e-14,-1.61884e-13
0.001178,-8.32629e-14,-1.48034e-13
0.001176,-9.49977e-14,-1.30549e-13
0.001174,-1.05057e-13,-1.0994e-13
0.001172,-1.13153e-13,-8.68003e-14
0.00117,-1.19081e-13,-6.17961e-14
0.001168,-1.22721e-13,-3.56421e-14
0.001166,-1.24036e-13,-9.08212e-15
0.001164,-1.23071e-13,1.71333e-14
0.001162,-1.19944e-13,4.22696e-14
0.00116,-1.1484e-13,6.56306e-14
0.001158,-1.07994e-13,8.65794e-14
0.001156,-9.96884e-14,1.04557e-13
0.001154,-9.02302e-14,1.191e-13
0.001152,-7.99461e-14,1.29851e-13
0.00115,-6.91679e-14,1.36569e-13
0.001148,-5.82223e-14,1.39135e-13
0.001146,-4.74214e-14,1.37551e-13
0.001144,-3.7055e-14,1.31936e-13
0.001142,-2.73849e-14,1.22523e-13
0.00114,-1.86413e-14,1.09641e-13
0.001138,-1.10193e-14,9.37095e-14
0.001136,-4.67897e-15,7.52177e-14
0.001134,2.55345e-16,5.47094e-14
0.001132,3.69286e-15,3.27658e-14
0.00113,5.57444e-15,9.98832e-15
0.001128,5.86985e-15,-1.30184e-14
0.001126,4.57494e-15,-3.56612e-14
0.001124,1.70888e-15,-5.73723e-14
0.001122,-2.68864e-15,-7.76213e-14
0.00112,-8.55975e-15,-9.59248e-14
0.001118,-1.58301e-14,-1.11855e-13
0.001116,-2.44099e-14,-1.25045e-13
0.001114,-3.41956e-14,-1.35195e-13
0.001112,-4.50697e-14,-1.42078e-13
0.00111,-5.69013e-14,-1.45539e-13
0.001108,-6.95458e-14,-1.455e-13
0.001106,-8.28449e-14,-1.41959e-13
0.001104,-9.66262e-14,-1.34997e-13
0.001102,-1.10704e-13,-1.2477e-13
0.0011,-1.24881e-13,-1.11516e-13
0.001098,-1.38948e-13,-9.55489e-14
0.001096,-1.52685e-13,-7.72572e-14
0.001094,-1.65869e-13,-5.7099e-14
0.001092,-1.7827e-13,-3.55951e-14
0.00109,-1.89663e-13,-1.33192e-14
0.001088,-1.99826e-13,9.11385e-15
0.001086,-2.08551e-13,3.10618e-14
0.001084,-2.15643e-13,5.18724e-14
0.001082,-2.20934e-13,7.0902e-14
0.00108,-2.2428e-13,8.75361e-14
0.001078,-2.25572e-13,1.0121e-13
0.001076,-2.24738e-13,1.1143e-13
0.001074,-2.21744e-13,1.17793e-13
0.001072,-2.16602e-13,1.20007e-13
0.00107,-2.09362e-13,1.17904e-13
0.001068,-2.00121e-13,1.11454e-13
0.001066,-1.89014e-13,1.00769e-13
0.001064,-1.76211e-13,8.61081e-14
0.001062,-1.61914e-13,6.78755e-14
0.00106,-1.46351e-13,4.6609e-14
0.001058,-1.29767e-13,2.29675e-14
0.001056,-1.12415e-13,-2.28742e-15
0.001054,-9.45544e-14,-2.83146e-14
0.001052,-7.64349e-14,-5.42198e-14
0.00105,-5.82949e-14,-7.90842e-14
0.001048,-4.0353e-14,-1.01995e-13
0.001046,-2.28027e-14,-1.22076e-13
0.001044,-5.8082e-15,-1.38515e-13
0.001042,1.04984e-14,-1.50595e-13
0.00104,2.60184e-14,-1.57715e-13
0.001038,4.06861e-14,-1.59416e-13
0.001036,5.44675e-14,-1.55391e-13
0.001034,6.73574e-14,-1.45505e-13
0.001032,7.93753e-14,-1.29798e-13
0.00103,9.05612e-14,-1.08487e-13
0.001028,1.00971e-13,-8.19664e-14
0.001026,1.10671e-13,-5.07983e-14
0.001024,1.19732e-13,-1.5702e-14
0.001022,1.28226e-13,2.24622e-14
0.00102,1.36221e-13,6.27134e-14
0.001018,1.43779e-13,1.03973e-13
0.001016,1.5095e-13,1.45093e-13
0.001014,1.57777e-13,1.84882e-13
0.001012,1.64285e-13,2.2214e-13
0.00101,1.70493e-13,2.55693e-13
0.001008,1.76404e-13,2.8442e-13
0.001006,1.82015e-13,3.07295e-13
0.001004,1.87314e-13,3.23419e-13
0.001002,1.92283e-13,3.32049e-13
0.001,1.96904e-13,3.32629e-13
0.000998,2.01158e-13,3.24814e-13
0.000996,2.05029e-13,3.08494e-13
